ind_fixed,geo_year,time_trend,geo_fixed,year,geo,ind,wage_rate_2010,wage_rate,hours_worked,rti,off
2,1-1998,2,1,1998,British Columbia,Construction [23],619.39,750.94,38.1,-0.800817851,-1.047592383
2,1-1999,3,1,1999,British Columbia,Construction [23],640.55,776.59,37.7,-0.800817851,-1.047592383
2,1-2000,4,1,2000,British Columbia,Construction [23],642,778.35,38.6,-0.800817851,-1.047592383
2,1-2001,5,1,2001,British Columbia,Construction [23],667.48,809.24,38.2,-0.800817851,-1.047592383
2,1-2002,6,1,2002,British Columbia,Construction [23],701.33,850.28,38.1,-0.800817851,-1.047592383
2,1-2003,7,1,2003,British Columbia,Construction [23],709.13,859.74,37.7,-0.800817851,-1.047592383
2,1-2004,8,1,2004,British Columbia,Construction [23],692.6,839.69,38.7,-0.800817851,-1.047592383
2,1-2005,9,1,2005,British Columbia,Construction [23],767.56,930.57,38.8,-0.800817851,-1.047592383
2,1-2006,10,1,2006,British Columbia,Construction [23],786.98,954.12,39.3,-0.800817851,-1.047592383
2,1-2007,11,1,2007,British Columbia,Construction [23],803.23,973.82,39.6,-0.800817851,-1.047592383
2,1-2008,12,1,2008,British Columbia,Construction [23],818.47,992.3,38.7,-0.800817851,-1.047592383
2,1-2009,13,1,2009,British Columbia,Construction [23],902.61,1094.31,37.4,-0.800817851,-1.047592383
2,1-2010,14,1,2010,British Columbia,Construction [23],894.84,1084.89,38.4,-0.800817851,-1.047592383
2,1-2011,15,1,2011,British Columbia,Construction [23],910.34,1103.68,38.4,-0.800817851,-1.047592383
2,1-2012,16,1,2012,British Columbia,Construction [23],929.91,1127.4,38.9,-0.800817851,-1.047592383
2,1-2013,17,1,2013,British Columbia,Construction [23],994.13,1205.26,39,-0.800817851,-1.047592383
2,1-2014,18,1,2014,British Columbia,Construction [23],953.45,1155.95,39,-0.800817851,-1.047592383
2,1-2015,19,1,2015,British Columbia,Construction [23],991.63,1202.23,39.1,-0.800817851,-1.047592383
2,1-2016,20,1,2016,British Columbia,Construction [23],965.77,1170.88,38.8,-0.800817851,-1.047592383
2,1-2017,21,1,2017,British Columbia,Construction [23],976.63,1184.05,39.1,-0.800817851,-1.047592383
2,1-2018,22,1,2018,British Columbia,Construction [23],1053.89,1277.72,38.7,-0.800817851,-1.047592383
2,1-2019,23,1,2019,British Columbia,Construction [23],1087.89,1318.94,38,-0.800817851,-1.047592383
2,1-2020,24,1,2020,British Columbia,Construction [23],1148.48,1392.4,37.1,-0.800817851,-1.047592383
2,2-1997,1,2,1997,Manitoba,Construction [23],577.98,700.73,41.1,-0.800817851,-1.047592383
2,2-1998,2,2,1998,Manitoba,Construction [23],593.75,719.85,40.7,-0.800817851,-1.047592383
2,2-1999,3,2,1999,Manitoba,Construction [23],605.18,733.71,40.3,-0.800817851,-1.047592383
2,2-2000,4,2,2000,Manitoba,Construction [23],602.38,730.32,41.6,-0.800817851,-1.047592383
2,2-2001,5,2,2001,Manitoba,Construction [23],636.54,771.73,41.4,-0.800817851,-1.047592383
2,2-2002,6,2,2002,Manitoba,Construction [23],661.43,801.9,39.8,-0.800817851,-1.047592383
2,2-2003,7,2,2003,Manitoba,Construction [23],662.9,803.69,39.6,-0.800817851,-1.047592383
2,2-2004,8,2,2004,Manitoba,Construction [23],652.19,790.7,40.2,-0.800817851,-1.047592383
2,2-2005,9,2,2005,Manitoba,Construction [23],691.93,838.88,39.5,-0.800817851,-1.047592383
2,2-2006,10,2,2006,Manitoba,Construction [23],704.28,853.86,41,-0.800817851,-1.047592383
2,2-2007,11,2,2007,Manitoba,Construction [23],720.87,873.97,41.8,-0.800817851,-1.047592383
2,2-2008,12,2,2008,Manitoba,Construction [23],758.63,919.75,40.6,-0.800817851,-1.047592383
2,2-2009,13,2,2009,Manitoba,Construction [23],759.77,921.13,39,-0.800817851,-1.047592383
2,2-2010,14,2,2010,Manitoba,Construction [23],802.63,973.09,39.5,-0.800817851,-1.047592383
2,2-2011,15,2,2011,Manitoba,Construction [23],807.05,978.45,40.3,-0.800817851,-1.047592383
2,2-2012,16,2,2012,Manitoba,Construction [23],809.41,981.31,40.5,-0.800817851,-1.047592383
2,2-2013,17,2,2013,Manitoba,Construction [23],872.62,1057.95,40,-0.800817851,-1.047592383
2,2-2014,18,2,2014,Manitoba,Construction [23],843.54,1022.69,39.9,-0.800817851,-1.047592383
2,2-2015,19,2,2015,Manitoba,Construction [23],889.64,1078.58,40.3,-0.800817851,-1.047592383
2,2-2016,20,2,2016,Manitoba,Construction [23],886.19,1074.4,39.9,-0.800817851,-1.047592383
2,2-2017,21,2,2017,Manitoba,Construction [23],902.8,1094.54,40.7,-0.800817851,-1.047592383
2,2-2018,22,2,2018,Manitoba,Construction [23],928.49,1125.68,41,-0.800817851,-1.047592383
2,2-2019,23,2,2019,Manitoba,Construction [23],906.4,1098.9,39.8,-0.800817851,-1.047592383
2,2-2020,24,2,2020,Manitoba,Construction [23],1007.74,1221.76,39.3,-0.800817851,-1.047592383
2,3-1997,1,3,1997,New Brunswick,Construction [23],403.92,489.7,42.4,-0.800817851,-1.047592383
2,3-1998,2,3,1998,New Brunswick,Construction [23],397.83,482.32,41.8,-0.800817851,-1.047592383
2,3-1999,3,3,1999,New Brunswick,Construction [23],415.35,503.56,42.3,-0.800817851,-1.047592383
2,3-2000,4,3,2000,New Brunswick,Construction [23],404.58,490.51,43.6,-0.800817851,-1.047592383
2,3-2001,5,3,2001,New Brunswick,Construction [23],403.07,488.67,42.1,-0.800817851,-1.047592383
2,3-2002,6,3,2002,New Brunswick,Construction [23],414.99,503.13,42.3,-0.800817851,-1.047592383
2,3-2003,7,3,2003,New Brunswick,Construction [23],432.46,524.31,42,-0.800817851,-1.047592383
2,3-2004,8,3,2004,New Brunswick,Construction [23],430.96,522.49,41.7,-0.800817851,-1.047592383
2,3-2005,9,3,2005,New Brunswick,Construction [23],430.66,522.13,42,-0.800817851,-1.047592383
2,3-2006,10,3,2006,New Brunswick,Construction [23],461.45,559.45,42.6,-0.800817851,-1.047592383
2,3-2007,11,3,2007,New Brunswick,Construction [23],474.9,575.76,43.1,-0.800817851,-1.047592383
2,3-2008,12,3,2008,New Brunswick,Construction [23],491.45,595.83,42.8,-0.800817851,-1.047592383
2,3-2009,13,3,2009,New Brunswick,Construction [23],504.46,611.6,41.4,-0.800817851,-1.047592383
2,3-2010,14,3,2010,New Brunswick,Construction [23],522.14,633.03,41.7,-0.800817851,-1.047592383
2,3-2011,15,3,2011,New Brunswick,Construction [23],522.19,633.09,41.1,-0.800817851,-1.047592383
2,3-2012,16,3,2012,New Brunswick,Construction [23],525.42,637.01,42.8,-0.800817851,-1.047592383
2,3-2013,17,3,2013,New Brunswick,Construction [23],547.18,663.39,42.6,-0.800817851,-1.047592383
2,3-2014,18,3,2014,New Brunswick,Construction [23],547.17,663.38,42.4,-0.800817851,-1.047592383
2,3-2015,19,3,2015,New Brunswick,Construction [23],582.29,705.96,42.6,-0.800817851,-1.047592383
2,3-2016,20,3,2016,New Brunswick,Construction [23],584.87,709.09,42.1,-0.800817851,-1.047592383
2,3-2017,21,3,2017,New Brunswick,Construction [23],592.82,718.73,41.9,-0.800817851,-1.047592383
2,3-2018,22,3,2018,New Brunswick,Construction [23],606.68,735.53,43.2,-0.800817851,-1.047592383
2,3-2019,23,3,2019,New Brunswick,Construction [23],651.35,789.68,41.2,-0.800817851,-1.047592383
2,3-2020,24,3,2020,New Brunswick,Construction [23],688.84,835.14,42.3,-0.800817851,-1.047592383
2,4-1997,1,4,1997,Newfoundland and Labrador,Construction [23],185.34,224.7,46.2,-0.800817851,-1.047592383
2,4-1998,2,4,1998,Newfoundland and Labrador,Construction [23],196.42,238.14,44.5,-0.800817851,-1.047592383
2,4-1999,3,4,1999,Newfoundland and Labrador,Construction [23],190.87,231.41,45.1,-0.800817851,-1.047592383
2,4-2000,4,4,2000,Newfoundland and Labrador,Construction [23],198.43,240.57,45.9,-0.800817851,-1.047592383
2,4-2001,5,4,2001,Newfoundland and Labrador,Construction [23],201.44,244.22,45.9,-0.800817851,-1.047592383
2,4-2002,6,4,2002,Newfoundland and Labrador,Construction [23],208.33,252.57,45.8,-0.800817851,-1.047592383
2,4-2003,7,4,2003,Newfoundland and Labrador,Construction [23],211.16,256.01,46.3,-0.800817851,-1.047592383
2,4-2004,8,4,2004,Newfoundland and Labrador,Construction [23],227.96,276.38,46,-0.800817851,-1.047592383
2,4-2005,9,4,2005,Newfoundland and Labrador,Construction [23],232.21,281.53,46,-0.800817851,-1.047592383
2,4-2006,10,4,2006,Newfoundland and Labrador,Construction [23],243.63,295.37,46.7,-0.800817851,-1.047592383
2,4-2007,11,4,2007,Newfoundland and Labrador,Construction [23],253.06,306.81,48,-0.800817851,-1.047592383
2,4-2008,12,4,2008,Newfoundland and Labrador,Construction [23],256.26,310.69,48.2,-0.800817851,-1.047592383
2,4-2009,13,4,2009,Newfoundland and Labrador,Construction [23],274.95,333.35,47.9,-0.800817851,-1.047592383
2,4-2010,14,4,2010,Newfoundland and Labrador,Construction [23],281.35,341.1,47.3,-0.800817851,-1.047592383
2,4-2011,15,4,2011,Newfoundland and Labrador,Construction [23],284.09,344.43,46.9,-0.800817851,-1.047592383
2,4-2012,16,4,2012,Newfoundland and Labrador,Construction [23],296.56,359.54,47.5,-0.800817851,-1.047592383
2,4-2013,17,4,2013,Newfoundland and Labrador,Construction [23],295.3,358.02,48.1,-0.800817851,-1.047592383
2,4-2014,18,4,2014,Newfoundland and Labrador,Construction [23],308.25,373.72,47.6,-0.800817851,-1.047592383
2,4-2015,19,4,2015,Newfoundland and Labrador,Construction [23],324.22,393.08,47,-0.800817851,-1.047592383
2,4-2016,20,4,2016,Newfoundland and Labrador,Construction [23],324.93,393.94,48,-0.800817851,-1.047592383
2,4-2017,21,4,2017,Newfoundland and Labrador,Construction [23],321.08,389.27,47.7,-0.800817851,-1.047592383
2,4-2018,22,4,2018,Newfoundland and Labrador,Construction [23],336.97,408.54,47.1,-0.800817851,-1.047592383
2,4-2019,23,4,2019,Newfoundland and Labrador,Construction [23],339.87,412.05,45.2,-0.800817851,-1.047592383
2,4-2020,24,4,2020,Newfoundland and Labrador,Construction [23],341.73,414.31,44.8,-0.800817851,-1.047592383
2,5-1997,1,5,1997,Nova Scotia,Construction [23],305.65,370.56,40.7,-0.800817851,-1.047592383
2,5-1998,2,5,1998,Nova Scotia,Construction [23],319.54,387.4,41,-0.800817851,-1.047592383
2,5-1999,3,5,1999,Nova Scotia,Construction [23],313.59,380.19,41.3,-0.800817851,-1.047592383
2,5-2000,4,5,2000,Nova Scotia,Construction [23],324.07,392.9,40.7,-0.800817851,-1.047592383
2,5-2001,5,5,2001,Nova Scotia,Construction [23],335.11,406.28,41.4,-0.800817851,-1.047592383
2,5-2002,6,5,2002,Nova Scotia,Construction [23],329.18,399.09,40.2,-0.800817851,-1.047592383
2,5-2003,7,5,2003,Nova Scotia,Construction [23],312.76,379.19,40.4,-0.800817851,-1.047592383
2,5-2004,8,5,2004,Nova Scotia,Construction [23],345.69,419.11,39.8,-0.800817851,-1.047592383
2,5-2005,9,5,2005,Nova Scotia,Construction [23],359.49,435.84,39.2,-0.800817851,-1.047592383
2,5-2006,10,5,2006,Nova Scotia,Construction [23],365.92,443.64,41,-0.800817851,-1.047592383
2,5-2007,11,5,2007,Nova Scotia,Construction [23],391.12,474.19,40.9,-0.800817851,-1.047592383
2,5-2008,12,5,2008,Nova Scotia,Construction [23],422.23,511.9,40.5,-0.800817851,-1.047592383
2,5-2009,13,5,2009,Nova Scotia,Construction [23],395.59,479.61,39.9,-0.800817851,-1.047592383
2,5-2010,14,5,2010,Nova Scotia,Construction [23],440.74,534.34,41,-0.800817851,-1.047592383
2,5-2011,15,5,2011,Nova Scotia,Construction [23],444.51,538.91,40.4,-0.800817851,-1.047592383
2,5-2012,16,5,2012,Nova Scotia,Construction [23],454.96,551.58,41.2,-0.800817851,-1.047592383
2,5-2013,17,5,2013,Nova Scotia,Construction [23],434.99,527.38,41.1,-0.800817851,-1.047592383
2,5-2014,18,5,2014,Nova Scotia,Construction [23],503.84,610.85,40.3,-0.800817851,-1.047592383
2,5-2015,19,5,2015,Nova Scotia,Construction [23],500.68,607.01,40.5,-0.800817851,-1.047592383
2,5-2016,20,5,2016,Nova Scotia,Construction [23],498.04,603.82,39.7,-0.800817851,-1.047592383
2,5-2017,21,5,2017,Nova Scotia,Construction [23],530.95,643.71,40,-0.800817851,-1.047592383
2,5-2018,22,5,2018,Nova Scotia,Construction [23],525.07,636.59,40.2,-0.800817851,-1.047592383
2,5-2019,23,5,2019,Nova Scotia,Construction [23],544.74,660.43,40.6,-0.800817851,-1.047592383
2,5-2020,24,5,2020,Nova Scotia,Construction [23],585.43,709.77,39.8,-0.800817851,-1.047592383
2,6-1997,1,6,1997,Ontario,Construction [23],479.76,581.65,40.4,-0.800817851,-1.047592383
2,6-1998,2,6,1998,Ontario,Construction [23],510.61,619.06,40.3,-0.800817851,-1.047592383
2,6-1999,3,6,1999,Ontario,Construction [23],514.82,624.16,41,-0.800817851,-1.047592383
2,6-2000,4,6,2000,Ontario,Construction [23],533.05,646.26,41,-0.800817851,-1.047592383
2,6-2001,5,6,2001,Ontario,Construction [23],541.75,656.81,39.7,-0.800817851,-1.047592383
2,6-2002,6,6,2002,Ontario,Construction [23],558.49,677.1,40,-0.800817851,-1.047592383
2,6-2003,7,6,2003,Ontario,Construction [23],554.51,672.28,38.8,-0.800817851,-1.047592383
2,6-2004,8,6,2004,Ontario,Construction [23],575.39,697.59,39.8,-0.800817851,-1.047592383
2,6-2005,9,6,2005,Ontario,Construction [23],601.97,729.82,39.9,-0.800817851,-1.047592383
2,6-2006,10,6,2006,Ontario,Construction [23],617.66,748.84,39.1,-0.800817851,-1.047592383
2,6-2007,11,6,2007,Ontario,Construction [23],640.07,776.01,39.9,-0.800817851,-1.047592383
2,6-2008,12,6,2008,Ontario,Construction [23],677.62,821.53,39.6,-0.800817851,-1.047592383
2,6-2009,13,6,2009,Ontario,Construction [23],688.03,834.16,38.4,-0.800817851,-1.047592383
2,6-2010,14,6,2010,Ontario,Construction [23],727.02,881.43,39.2,-0.800817851,-1.047592383
2,6-2011,15,6,2011,Ontario,Construction [23],742.08,899.69,39.5,-0.800817851,-1.047592383
2,6-2012,16,6,2012,Ontario,Construction [23],780.06,945.73,39.5,-0.800817851,-1.047592383
2,6-2013,17,6,2013,Ontario,Construction [23],793.18,961.64,38.9,-0.800817851,-1.047592383
2,6-2014,18,6,2014,Ontario,Construction [23],803.35,973.97,38.3,-0.800817851,-1.047592383
2,6-2015,19,6,2015,Ontario,Construction [23],846.92,1026.79,39.4,-0.800817851,-1.047592383
2,6-2016,20,6,2016,Ontario,Construction [23],850.73,1031.41,39.3,-0.800817851,-1.047592383
2,6-2017,21,6,2017,Ontario,Construction [23],905.78,1098.15,38.4,-0.800817851,-1.047592383
2,6-2018,22,6,2018,Ontario,Construction [23],911.16,1104.67,39.4,-0.800817851,-1.047592383
2,6-2019,23,6,2019,Ontario,Construction [23],965.16,1170.14,38.7,-0.800817851,-1.047592383
2,6-2020,24,6,2020,Ontario,Construction [23],975.64,1182.85,38.3,-0.800817851,-1.047592383
2,7-1997,1,7,1997,Prince Edward Island,Construction [23],532.2,645.23,42.1,-0.800817851,-1.047592383
2,7-1998,2,7,1998,Prince Edward Island,Construction [23],539.72,654.35,41.2,-0.800817851,-1.047592383
2,7-1999,3,7,1999,Prince Edward Island,Construction [23],543.14,658.49,43.4,-0.800817851,-1.047592383
2,7-2000,4,7,2000,Prince Edward Island,Construction [23],535.32,649.01,41.7,-0.800817851,-1.047592383
2,7-2001,5,7,2001,Prince Edward Island,Construction [23],567.13,687.58,42.9,-0.800817851,-1.047592383
2,7-2002,6,7,2002,Prince Edward Island,Construction [23],550.89,667.89,41.5,-0.800817851,-1.047592383
2,7-2003,7,7,2003,Prince Edward Island,Construction [23],578.6,701.49,41.9,-0.800817851,-1.047592383
2,7-2004,8,7,2004,Prince Edward Island,Construction [23],578.57,701.45,41.8,-0.800817851,-1.047592383
2,7-2005,9,7,2005,Prince Edward Island,Construction [23],602.48,730.43,40.9,-0.800817851,-1.047592383
2,7-2006,10,7,2006,Prince Edward Island,Construction [23],619.77,751.4,41,-0.800817851,-1.047592383
2,7-2007,11,7,2007,Prince Edward Island,Construction [23],637.44,772.82,42.1,-0.800817851,-1.047592383
2,7-2008,12,7,2008,Prince Edward Island,Construction [23],677.43,821.3,42.2,-0.800817851,-1.047592383
2,7-2009,13,7,2009,Prince Edward Island,Construction [23],721.83,875.13,41.5,-0.800817851,-1.047592383
2,7-2010,14,7,2010,Prince Edward Island,Construction [23],715.97,868.03,42.3,-0.800817851,-1.047592383
2,7-2011,15,7,2011,Prince Edward Island,Construction [23],746.89,905.52,41.8,-0.800817851,-1.047592383
2,7-2012,16,7,2012,Prince Edward Island,Construction [23],755.48,915.93,41.1,-0.800817851,-1.047592383
2,7-2013,17,7,2013,Prince Edward Island,Construction [23],772.85,936.99,43.7,-0.800817851,-1.047592383
2,7-2014,18,7,2014,Prince Edward Island,Construction [23],764.73,927.14,43.3,-0.800817851,-1.047592383
2,7-2015,19,7,2015,Prince Edward Island,Construction [23],803.11,973.67,41,-0.800817851,-1.047592383
2,7-2016,20,7,2016,Prince Edward Island,Construction [23],805.92,977.08,42.1,-0.800817851,-1.047592383
2,7-2017,21,7,2017,Prince Edward Island,Construction [23],829.09,1005.17,41.1,-0.800817851,-1.047592383
2,7-2018,22,7,2018,Prince Edward Island,Construction [23],855.56,1037.26,41.2,-0.800817851,-1.047592383
2,7-2019,23,7,2019,Prince Edward Island,Construction [23],862.4,1045.56,40.4,-0.800817851,-1.047592383
2,7-2020,24,7,2020,Prince Edward Island,Construction [23],937.59,1136.72,41.2,-0.800817851,-1.047592383
2,8-1997,1,8,1997,Quebec,Construction [23],426.23,516.75,38.8,-0.800817851,-1.047592383
2,8-1998,2,8,1998,Quebec,Construction [23],437.62,530.56,38.8,-0.800817851,-1.047592383
2,8-1999,3,8,1999,Quebec,Construction [23],488.17,591.85,38.8,-0.800817851,-1.047592383
2,8-2000,4,8,2000,Quebec,Construction [23],477.89,579.38,39.3,-0.800817851,-1.047592383
2,8-2001,5,8,2001,Quebec,Construction [23],465.47,564.33,38.6,-0.800817851,-1.047592383
2,8-2002,6,8,2002,Quebec,Construction [23],517.91,627.91,38.7,-0.800817851,-1.047592383
2,8-2003,7,8,2003,Quebec,Construction [23],509.61,617.84,38.1,-0.800817851,-1.047592383
2,8-2004,8,8,2004,Quebec,Construction [23],539.14,653.64,38.9,-0.800817851,-1.047592383
2,8-2005,9,8,2005,Quebec,Construction [23],540.83,655.69,38.5,-0.800817851,-1.047592383
2,8-2006,10,8,2006,Quebec,Construction [23],560.45,679.48,38.2,-0.800817851,-1.047592383
2,8-2007,11,8,2007,Quebec,Construction [23],610.6,740.28,38.1,-0.800817851,-1.047592383
2,8-2008,12,8,2008,Quebec,Construction [23],640.29,776.28,38.3,-0.800817851,-1.047592383
2,8-2009,13,8,2009,Quebec,Construction [23],660.37,800.62,37.9,-0.800817851,-1.047592383
2,8-2010,14,8,2010,Quebec,Construction [23],678.64,822.77,38.2,-0.800817851,-1.047592383
2,8-2011,15,8,2011,Quebec,Construction [23],709.3,859.94,38,-0.800817851,-1.047592383
2,8-2012,16,8,2012,Quebec,Construction [23],676.26,819.88,39,-0.800817851,-1.047592383
2,8-2013,17,8,2013,Quebec,Construction [23],682.42,827.35,38,-0.800817851,-1.047592383
2,8-2014,18,8,2014,Quebec,Construction [23],749.64,908.85,37.3,-0.800817851,-1.047592383
2,8-2015,19,8,2015,Quebec,Construction [23],754.1,914.26,37.6,-0.800817851,-1.047592383
2,8-2016,20,8,2016,Quebec,Construction [23],771.89,935.82,38,-0.800817851,-1.047592383
2,8-2017,21,8,2017,Quebec,Construction [23],800.62,970.66,38.4,-0.800817851,-1.047592383
2,8-2018,22,8,2018,Quebec,Construction [23],836.87,1014.61,39.2,-0.800817851,-1.047592383
2,8-2019,23,8,2019,Quebec,Construction [23],868.93,1053.47,38.2,-0.800817851,-1.047592383
2,8-2020,24,8,2020,Quebec,Construction [23],941.58,1141.55,38,-0.800817851,-1.047592383
2,9-1997,1,9,1997,Saskatchewan,Construction [23],386.26,468.29,42.7,-0.800817851,-1.047592383
2,9-1998,2,9,1998,Saskatchewan,Construction [23],388.72,471.28,41.4,-0.800817851,-1.047592383
2,9-1999,3,9,1999,Saskatchewan,Construction [23],392.81,476.24,41.2,-0.800817851,-1.047592383
2,9-2000,4,9,2000,Saskatchewan,Construction [23],433.91,526.07,42.3,-0.800817851,-1.047592383
2,9-2001,5,9,2001,Saskatchewan,Construction [23],431.46,523.09,42.5,-0.800817851,-1.047592383
2,9-2002,6,9,2002,Saskatchewan,Construction [23],440.58,534.15,41.1,-0.800817851,-1.047592383
2,9-2003,7,9,2003,Saskatchewan,Construction [23],463.42,561.84,42.1,-0.800817851,-1.047592383
2,9-2004,8,9,2004,Saskatchewan,Construction [23],485.19,588.23,40.8,-0.800817851,-1.047592383
2,9-2005,9,9,2005,Saskatchewan,Construction [23],499.41,605.48,41.2,-0.800817851,-1.047592383
2,9-2006,10,9,2006,Saskatchewan,Construction [23],522.57,633.56,41,-0.800817851,-1.047592383
2,9-2007,11,9,2007,Saskatchewan,Construction [23],544.77,660.47,43.1,-0.800817851,-1.047592383
2,9-2008,12,9,2008,Saskatchewan,Construction [23],578.89,701.84,42.2,-0.800817851,-1.047592383
2,9-2009,13,9,2009,Saskatchewan,Construction [23],597.99,724.99,41.1,-0.800817851,-1.047592383
2,9-2010,14,9,2010,Saskatchewan,Construction [23],616.63,747.59,40.3,-0.800817851,-1.047592383
2,9-2011,15,9,2011,Saskatchewan,Construction [23],618.66,750.05,41.2,-0.800817851,-1.047592383
2,9-2012,16,9,2012,Saskatchewan,Construction [23],629.02,762.61,42.4,-0.800817851,-1.047592383
2,9-2013,17,9,2013,Saskatchewan,Construction [23],633.6,768.17,41.6,-0.800817851,-1.047592383
2,9-2014,18,9,2014,Saskatchewan,Construction [23],663.09,803.92,41.5,-0.800817851,-1.047592383
2,9-2015,19,9,2015,Saskatchewan,Construction [23],683.6,828.79,41.1,-0.800817851,-1.047592383
2,9-2016,20,9,2016,Saskatchewan,Construction [23],709.79,860.54,41,-0.800817851,-1.047592383
2,9-2017,21,9,2017,Saskatchewan,Construction [23],707.38,857.61,40.2,-0.800817851,-1.047592383
2,9-2018,22,9,2018,Saskatchewan,Construction [23],722.07,875.42,40.9,-0.800817851,-1.047592383
2,9-2019,23,9,2019,Saskatchewan,Construction [23],744.21,902.27,40.1,-0.800817851,-1.047592383
2,9-2020,24,9,2020,Saskatchewan,Construction [23],755.96,916.51,39.7,-0.800817851,-1.047592383
3,0-1997,1,0,1997,Alberta,Educational services [61],410.92,498.19,36.5,-1.513038968,-1.256068479
3,0-1998,2,0,1998,Alberta,Educational services [61],428.06,518.97,34.3,-1.513038968,-1.256068479
3,0-1999,3,0,1999,Alberta,Educational services [61],423.29,513.19,34.7,-1.513038968,-1.256068479
3,0-2000,4,0,2000,Alberta,Educational services [61],429.91,521.21,35.2,-1.513038968,-1.256068479
3,0-2001,5,0,2001,Alberta,Educational services [61],437.03,529.85,35.6,-1.513038968,-1.256068479
3,0-2002,6,0,2002,Alberta,Educational services [61],462.2,560.36,35.5,-1.513038968,-1.256068479
3,0-2003,7,0,2003,Alberta,Educational services [61],499.39,605.45,35.1,-1.513038968,-1.256068479
3,0-2004,8,0,2004,Alberta,Educational services [61],517,626.8,33.8,-1.513038968,-1.256068479
3,0-2005,9,0,2005,Alberta,Educational services [61],507.66,615.48,34.9,-1.513038968,-1.256068479
3,0-2006,10,0,2006,Alberta,Educational services [61],507.03,614.71,35.2,-1.513038968,-1.256068479
3,0-2007,11,0,2007,Alberta,Educational services [61],545.05,660.81,36.4,-1.513038968,-1.256068479
3,0-2008,12,0,2008,Alberta,Educational services [61],571.32,692.66,34.9,-1.513038968,-1.256068479
3,0-2009,13,0,2009,Alberta,Educational services [61],537.55,651.72,34.1,-1.513038968,-1.256068479
3,0-2010,14,0,2010,Alberta,Educational services [61],580.75,704.09,33.6,-1.513038968,-1.256068479
3,0-2011,15,0,2011,Alberta,Educational services [61],582.54,706.26,34.9,-1.513038968,-1.256068479
3,0-2012,16,0,2012,Alberta,Educational services [61],630.21,764.06,35.2,-1.513038968,-1.256068479
3,0-2013,17,0,2013,Alberta,Educational services [61],647.87,785.46,33.8,-1.513038968,-1.256068479
3,0-2014,18,0,2014,Alberta,Educational services [61],612.93,743.1,33.7,-1.513038968,-1.256068479
3,0-2015,19,0,2015,Alberta,Educational services [61],628.04,761.43,34.4,-1.513038968,-1.256068479
3,0-2016,20,0,2016,Alberta,Educational services [61],622.11,754.24,33.6,-1.513038968,-1.256068479
3,0-2017,21,0,2017,Alberta,Educational services [61],602.61,730.59,34.3,-1.513038968,-1.256068479
3,0-2018,22,0,2018,Alberta,Educational services [61],586.49,711.05,35.2,-1.513038968,-1.256068479
3,0-2019,23,0,2019,Alberta,Educational services [61],660.85,801.2,32.7,-1.513038968,-1.256068479
3,0-2020,24,0,2020,Alberta,Educational services [61],733.52,889.31,34.1,-1.513038968,-1.256068479
3,1-1997,1,1,1997,British Columbia,Educational services [61],440.84,534.47,33.6,-1.513038968,-1.256068479
3,1-1998,2,1,1998,British Columbia,Educational services [61],443.13,537.24,33.3,-1.513038968,-1.256068479
3,1-1999,3,1,1999,British Columbia,Educational services [61],456.37,553.3,33.1,-1.513038968,-1.256068479
3,1-2000,4,1,2000,British Columbia,Educational services [61],477.17,578.51,33.8,-1.513038968,-1.256068479
3,1-2001,5,1,2001,British Columbia,Educational services [61],492.49,597.09,32.6,-1.513038968,-1.256068479
3,1-2002,6,1,2002,British Columbia,Educational services [61],503.74,610.73,32.9,-1.513038968,-1.256068479
3,1-2003,7,1,2003,British Columbia,Educational services [61],520.18,630.66,32.5,-1.513038968,-1.256068479
3,1-2004,8,1,2004,British Columbia,Educational services [61],521.63,632.41,31.8,-1.513038968,-1.256068479
3,1-2005,9,1,2005,British Columbia,Educational services [61],537.43,651.57,33.4,-1.513038968,-1.256068479
3,1-2006,10,1,2006,British Columbia,Educational services [61],550.76,667.73,32.9,-1.513038968,-1.256068479
3,1-2007,11,1,2007,British Columbia,Educational services [61],573.8,695.66,32.6,-1.513038968,-1.256068479
3,1-2008,12,1,2008,British Columbia,Educational services [61],589.43,714.61,33.4,-1.513038968,-1.256068479
3,1-2009,13,1,2009,British Columbia,Educational services [61],635.63,770.63,30.8,-1.513038968,-1.256068479
3,1-2010,14,1,2010,British Columbia,Educational services [61],632.95,767.38,32.1,-1.513038968,-1.256068479
3,1-2011,15,1,2011,British Columbia,Educational services [61],646.2,783.44,32.6,-1.513038968,-1.256068479
3,1-2012,16,1,2012,British Columbia,Educational services [61],663.01,803.82,33.3,-1.513038968,-1.256068479
3,1-2013,17,1,2013,British Columbia,Educational services [61],687.48,833.49,32.6,-1.513038968,-1.256068479
3,1-2014,18,1,2014,British Columbia,Educational services [61],695.05,842.67,30.3,-1.513038968,-1.256068479
3,1-2015,19,1,2015,British Columbia,Educational services [61],729.34,884.24,32.7,-1.513038968,-1.256068479
3,1-2016,20,1,2016,British Columbia,Educational services [61],728.46,883.17,32.4,-1.513038968,-1.256068479
3,1-2017,21,1,2017,British Columbia,Educational services [61],756.73,917.45,31.9,-1.513038968,-1.256068479
3,1-2018,22,1,2018,British Columbia,Educational services [61],766.14,928.86,31.7,-1.513038968,-1.256068479
3,1-2019,23,1,2019,British Columbia,Educational services [61],788.57,956.05,30.6,-1.513038968,-1.256068479
