occ_fixed,geo_year,time_trend,geo_fixed,year,geo,occ,hours_worked,rti,off
7,4-2004,18,4,2004,Newfoundland and Labrador,Occupations in front-line public protection services [43],38.4,-0.5976907,-0.9371848
7,4-2005,19,4,2005,Newfoundland and Labrador,Occupations in front-line public protection services [43],44.8,-0.5976907,-0.9371848
7,4-2006,20,4,2006,Newfoundland and Labrador,Occupations in front-line public protection services [43],42.4,-0.5976907,-0.9371848
7,4-2007,21,4,2007,Newfoundland and Labrador,Occupations in front-line public protection services [43],41.1,-0.5976907,-0.9371848
7,4-2008,22,4,2008,Newfoundland and Labrador,Occupations in front-line public protection services [43],43.1,-0.5976907,-0.9371848
7,4-2009,23,4,2009,Newfoundland and Labrador,Occupations in front-line public protection services [43],41.3,-0.5976907,-0.9371848
7,4-2010,24,4,2010,Newfoundland and Labrador,Occupations in front-line public protection services [43],43.7,-0.5976907,-0.9371848
7,4-2011,25,4,2011,Newfoundland and Labrador,Occupations in front-line public protection services [43],41,-0.5976907,-0.9371848
7,4-2012,26,4,2012,Newfoundland and Labrador,Occupations in front-line public protection services [43],42.8,-0.5976907,-0.9371848
7,4-2013,27,4,2013,Newfoundland and Labrador,Occupations in front-line public protection services [43],43.1,-0.5976907,-0.9371848
7,4-2014,28,4,2014,Newfoundland and Labrador,Occupations in front-line public protection services [43],41.1,-0.5976907,-0.9371848
7,4-2015,29,4,2015,Newfoundland and Labrador,Occupations in front-line public protection services [43],46.3,-0.5976907,-0.9371848
7,4-2016,30,4,2016,Newfoundland and Labrador,Occupations in front-line public protection services [43],41.1,-0.5976907,-0.9371848
7,4-2017,31,4,2017,Newfoundland and Labrador,Occupations in front-line public protection services [43],46.3,-0.5976907,-0.9371848
7,4-2018,32,4,2018,Newfoundland and Labrador,Occupations in front-line public protection services [43],44.4,-0.5976907,-0.9371848
7,4-2019,33,4,2019,Newfoundland and Labrador,Occupations in front-line public protection services [43],41.8,-0.5976907,-0.9371848
7,4-2020,34,4,2020,Newfoundland and Labrador,Occupations in front-line public protection services [43],41.2,-0.5976907,-0.9371848
7,5-1987,1,5,1987,Nova Scotia,Occupations in front-line public protection services [43],39.1,-0.5976907,-0.9371848
7,5-1988,2,5,1988,Nova Scotia,Occupations in front-line public protection services [43],40.8,-0.5976907,-0.9371848
7,5-1989,3,5,1989,Nova Scotia,Occupations in front-line public protection services [43],42.5,-0.5976907,-0.9371848
7,5-1990,4,5,1990,Nova Scotia,Occupations in front-line public protection services [43],40.9,-0.5976907,-0.9371848
7,5-1991,5,5,1991,Nova Scotia,Occupations in front-line public protection services [43],43.8,-0.5976907,-0.9371848
7,5-1992,6,5,1992,Nova Scotia,Occupations in front-line public protection services [43],40,-0.5976907,-0.9371848
7,5-1993,7,5,1993,Nova Scotia,Occupations in front-line public protection services [43],41.9,-0.5976907,-0.9371848
7,5-1994,8,5,1994,Nova Scotia,Occupations in front-line public protection services [43],41.4,-0.5976907,-0.9371848
7,5-1995,9,5,1995,Nova Scotia,Occupations in front-line public protection services [43],42,-0.5976907,-0.9371848
7,5-1996,10,5,1996,Nova Scotia,Occupations in front-line public protection services [43],42.9,-0.5976907,-0.9371848
7,5-1997,11,5,1997,Nova Scotia,Occupations in front-line public protection services [43],42.6,-0.5976907,-0.9371848
7,5-1998,12,5,1998,Nova Scotia,Occupations in front-line public protection services [43],41.1,-0.5976907,-0.9371848
7,5-1999,13,5,1999,Nova Scotia,Occupations in front-line public protection services [43],44.2,-0.5976907,-0.9371848
7,5-2000,14,5,2000,Nova Scotia,Occupations in front-line public protection services [43],41.6,-0.5976907,-0.9371848
7,5-2001,15,5,2001,Nova Scotia,Occupations in front-line public protection services [43],42.2,-0.5976907,-0.9371848
7,5-2002,16,5,2002,Nova Scotia,Occupations in front-line public protection services [43],40.7,-0.5976907,-0.9371848
7,5-2003,17,5,2003,Nova Scotia,Occupations in front-line public protection services [43],45.4,-0.5976907,-0.9371848
7,5-2004,18,5,2004,Nova Scotia,Occupations in front-line public protection services [43],39.5,-0.5976907,-0.9371848
7,5-2005,19,5,2005,Nova Scotia,Occupations in front-line public protection services [43],41,-0.5976907,-0.9371848
7,5-2006,20,5,2006,Nova Scotia,Occupations in front-line public protection services [43],42.7,-0.5976907,-0.9371848
7,5-2007,21,5,2007,Nova Scotia,Occupations in front-line public protection services [43],43,-0.5976907,-0.9371848
7,5-2008,22,5,2008,Nova Scotia,Occupations in front-line public protection services [43],41.2,-0.5976907,-0.9371848
7,5-2009,23,5,2009,Nova Scotia,Occupations in front-line public protection services [43],44.5,-0.5976907,-0.9371848
7,5-2010,24,5,2010,Nova Scotia,Occupations in front-line public protection services [43],43.9,-0.5976907,-0.9371848
7,5-2011,25,5,2011,Nova Scotia,Occupations in front-line public protection services [43],44.1,-0.5976907,-0.9371848
7,5-2012,26,5,2012,Nova Scotia,Occupations in front-line public protection services [43],42.9,-0.5976907,-0.9371848
7,5-2013,27,5,2013,Nova Scotia,Occupations in front-line public protection services [43],44.6,-0.5976907,-0.9371848
7,5-2014,28,5,2014,Nova Scotia,Occupations in front-line public protection services [43],41.9,-0.5976907,-0.9371848
7,5-2015,29,5,2015,Nova Scotia,Occupations in front-line public protection services [43],41.6,-0.5976907,-0.9371848
7,5-2016,30,5,2016,Nova Scotia,Occupations in front-line public protection services [43],40.7,-0.5976907,-0.9371848
7,5-2017,31,5,2017,Nova Scotia,Occupations in front-line public protection services [43],44.1,-0.5976907,-0.9371848
7,5-2018,32,5,2018,Nova Scotia,Occupations in front-line public protection services [43],44.9,-0.5976907,-0.9371848
7,5-2019,33,5,2019,Nova Scotia,Occupations in front-line public protection services [43],40.9,-0.5976907,-0.9371848
7,5-2020,34,5,2020,Nova Scotia,Occupations in front-line public protection services [43],44.6,-0.5976907,-0.9371848
7,6-1987,1,6,1987,Ontario,Occupations in front-line public protection services [43],39.8,-0.5976907,-0.9371848
7,6-1988,2,6,1988,Ontario,Occupations in front-line public protection services [43],41.7,-0.5976907,-0.9371848
7,6-1989,3,6,1989,Ontario,Occupations in front-line public protection services [43],41.5,-0.5976907,-0.9371848
7,6-1990,4,6,1990,Ontario,Occupations in front-line public protection services [43],41.5,-0.5976907,-0.9371848
7,6-1991,5,6,1991,Ontario,Occupations in front-line public protection services [43],41.4,-0.5976907,-0.9371848
7,6-1992,6,6,1992,Ontario,Occupations in front-line public protection services [43],40.5,-0.5976907,-0.9371848
7,6-1993,7,6,1993,Ontario,Occupations in front-line public protection services [43],41,-0.5976907,-0.9371848
7,6-1994,8,6,1994,Ontario,Occupations in front-line public protection services [43],40.4,-0.5976907,-0.9371848
7,6-1995,9,6,1995,Ontario,Occupations in front-line public protection services [43],41.4,-0.5976907,-0.9371848
7,6-1996,10,6,1996,Ontario,Occupations in front-line public protection services [43],41.8,-0.5976907,-0.9371848
7,6-1997,11,6,1997,Ontario,Occupations in front-line public protection services [43],41.4,-0.5976907,-0.9371848
7,6-1998,12,6,1998,Ontario,Occupations in front-line public protection services [43],40.9,-0.5976907,-0.9371848
7,6-1999,13,6,1999,Ontario,Occupations in front-line public protection services [43],40.6,-0.5976907,-0.9371848
7,6-2000,14,6,2000,Ontario,Occupations in front-line public protection services [43],42.2,-0.5976907,-0.9371848
7,6-2001,15,6,2001,Ontario,Occupations in front-line public protection services [43],42.6,-0.5976907,-0.9371848
7,6-2002,16,6,2002,Ontario,Occupations in front-line public protection services [43],42,-0.5976907,-0.9371848
7,6-2003,17,6,2003,Ontario,Occupations in front-line public protection services [43],42.4,-0.5976907,-0.9371848
7,6-2004,18,6,2004,Ontario,Occupations in front-line public protection services [43],41,-0.5976907,-0.9371848
7,6-2005,19,6,2005,Ontario,Occupations in front-line public protection services [43],40.8,-0.5976907,-0.9371848
7,6-2006,20,6,2006,Ontario,Occupations in front-line public protection services [43],42,-0.5976907,-0.9371848
7,6-2007,21,6,2007,Ontario,Occupations in front-line public protection services [43],41.9,-0.5976907,-0.9371848
7,6-2008,22,6,2008,Ontario,Occupations in front-line public protection services [43],42.8,-0.5976907,-0.9371848
7,6-2009,23,6,2009,Ontario,Occupations in front-line public protection services [43],41.9,-0.5976907,-0.9371848
7,6-2010,24,6,2010,Ontario,Occupations in front-line public protection services [43],42.1,-0.5976907,-0.9371848
7,6-2011,25,6,2011,Ontario,Occupations in front-line public protection services [43],42.1,-0.5976907,-0.9371848
7,6-2012,26,6,2012,Ontario,Occupations in front-line public protection services [43],42.5,-0.5976907,-0.9371848
7,6-2013,27,6,2013,Ontario,Occupations in front-line public protection services [43],41.7,-0.5976907,-0.9371848
7,6-2014,28,6,2014,Ontario,Occupations in front-line public protection services [43],41.8,-0.5976907,-0.9371848
7,6-2015,29,6,2015,Ontario,Occupations in front-line public protection services [43],41.3,-0.5976907,-0.9371848
7,6-2016,30,6,2016,Ontario,Occupations in front-line public protection services [43],42,-0.5976907,-0.9371848
7,6-2017,31,6,2017,Ontario,Occupations in front-line public protection services [43],40.8,-0.5976907,-0.9371848
7,6-2018,32,6,2018,Ontario,Occupations in front-line public protection services [43],42.6,-0.5976907,-0.9371848
7,6-2019,33,6,2019,Ontario,Occupations in front-line public protection services [43],41.5,-0.5976907,-0.9371848
7,6-2020,34,6,2020,Ontario,Occupations in front-line public protection services [43],40.9,-0.5976907,-0.9371848
7,7-1987,1,7,1987,Prince Edward Island,Occupations in front-line public protection services [43],48.5,-0.5976907,-0.9371848
7,7-1988,2,7,1988,Prince Edward Island,Occupations in front-line public protection services [43],33,-0.5976907,-0.9371848
7,7-1989,3,7,1989,Prince Edward Island,Occupations in front-line public protection services [43],41.5,-0.5976907,-0.9371848
7,7-1990,4,7,1990,Prince Edward Island,Occupations in front-line public protection services [43],34.5,-0.5976907,-0.9371848
7,7-1991,5,7,1991,Prince Edward Island,Occupations in front-line public protection services [43],39.7,-0.5976907,-0.9371848
7,7-1992,6,7,1992,Prince Edward Island,Occupations in front-line public protection services [43],49.5,-0.5976907,-0.9371848
7,7-1993,7,7,1993,Prince Edward Island,Occupations in front-line public protection services [43],49,-0.5976907,-0.9371848
7,7-1994,8,7,1994,Prince Edward Island,Occupations in front-line public protection services [43],51,-0.5976907,-0.9371848
7,7-1995,9,7,1995,Prince Edward Island,Occupations in front-line public protection services [43],46,-0.5976907,-0.9371848
7,7-1996,10,7,1996,Prince Edward Island,Occupations in front-line public protection services [43],42.5,-0.5976907,-0.9371848
7,7-1997,11,7,1997,Prince Edward Island,Occupations in front-line public protection services [43],62,-0.5976907,-0.9371848
7,7-1998,12,7,1998,Prince Edward Island,Occupations in front-line public protection services [43],33,-0.5976907,-0.9371848
7,7-1999,13,7,1999,Prince Edward Island,Occupations in front-line public protection services [43],44.3,-0.5976907,-0.9371848
7,7-2000,14,7,2000,Prince Edward Island,Occupations in front-line public protection services [43],38,-0.5976907,-0.9371848
7,7-2001,15,7,2001,Prince Edward Island,Occupations in front-line public protection services [43],33.5,-0.5976907,-0.9371848
7,7-2002,16,7,2002,Prince Edward Island,Occupations in front-line public protection services [43],35.7,-0.5976907,-0.9371848
7,7-2003,17,7,2003,Prince Edward Island,Occupations in front-line public protection services [43],37.7,-0.5976907,-0.9371848
7,7-2004,18,7,2004,Prince Edward Island,Occupations in front-line public protection services [43],54.5,-0.5976907,-0.9371848
7,7-2005,19,7,2005,Prince Edward Island,Occupations in front-line public protection services [43],36.7,-0.5976907,-0.9371848
7,7-2006,20,7,2006,Prince Edward Island,Occupations in front-line public protection services [43],42.3,-0.5976907,-0.9371848
7,7-2007,21,7,2007,Prince Edward Island,Occupations in front-line public protection services [43],50,-0.5976907,-0.9371848
7,7-2008,22,7,2008,Prince Edward Island,Occupations in front-line public protection services [43],37.3,-0.5976907,-0.9371848
7,7-2009,23,7,2009,Prince Edward Island,Occupations in front-line public protection services [43],47.3,-0.5976907,-0.9371848
7,7-2010,24,7,2010,Prince Edward Island,Occupations in front-line public protection services [43],46,-0.5976907,-0.9371848
7,7-2011,25,7,2011,Prince Edward Island,Occupations in front-line public protection services [43],36.5,-0.5976907,-0.9371848
7,7-2012,26,7,2012,Prince Edward Island,Occupations in front-line public protection services [43],35.5,-0.5976907,-0.9371848
7,7-2013,27,7,2013,Prince Edward Island,Occupations in front-line public protection services [43],40.5,-0.5976907,-0.9371848
7,7-2014,28,7,2014,Prince Edward Island,Occupations in front-line public protection services [43],51,-0.5976907,-0.9371848
7,7-2015,29,7,2015,Prince Edward Island,Occupations in front-line public protection services [43],30,-0.5976907,-0.9371848
7,7-2016,30,7,2016,Prince Edward Island,Occupations in front-line public protection services [43],35.7,-0.5976907,-0.9371848
7,7-2017,31,7,2017,Prince Edward Island,Occupations in front-line public protection services [43],39,-0.5976907,-0.9371848
7,7-2018,32,7,2018,Prince Edward Island,Occupations in front-line public protection services [43],34.5,-0.5976907,-0.9371848
7,7-2019,33,7,2019,Prince Edward Island,Occupations in front-line public protection services [43],39.5,-0.5976907,-0.9371848
7,7-2020,34,7,2020,Prince Edward Island,Occupations in front-line public protection services [43],40,-0.5976907,-0.9371848
7,8-1987,1,8,1987,Quebec,Occupations in front-line public protection services [43],38.1,-0.5976907,-0.9371848
7,8-1988,2,8,1988,Quebec,Occupations in front-line public protection services [43],39.6,-0.5976907,-0.9371848
7,8-1989,3,8,1989,Quebec,Occupations in front-line public protection services [43],38.9,-0.5976907,-0.9371848
7,8-1990,4,8,1990,Quebec,Occupations in front-line public protection services [43],40.6,-0.5976907,-0.9371848
7,8-1991,5,8,1991,Quebec,Occupations in front-line public protection services [43],39,-0.5976907,-0.9371848
7,8-1992,6,8,1992,Quebec,Occupations in front-line public protection services [43],39.7,-0.5976907,-0.9371848
7,8-1993,7,8,1993,Quebec,Occupations in front-line public protection services [43],39.8,-0.5976907,-0.9371848
7,8-1994,8,8,1994,Quebec,Occupations in front-line public protection services [43],39.9,-0.5976907,-0.9371848
7,8-1995,9,8,1995,Quebec,Occupations in front-line public protection services [43],39.4,-0.5976907,-0.9371848
7,8-1996,10,8,1996,Quebec,Occupations in front-line public protection services [43],39.1,-0.5976907,-0.9371848
7,8-1997,11,8,1997,Quebec,Occupations in front-line public protection services [43],38.3,-0.5976907,-0.9371848
7,8-1998,12,8,1998,Quebec,Occupations in front-line public protection services [43],40.4,-0.5976907,-0.9371848
7,8-1999,13,8,1999,Quebec,Occupations in front-line public protection services [43],38.9,-0.5976907,-0.9371848
7,8-2000,14,8,2000,Quebec,Occupations in front-line public protection services [43],39.1,-0.5976907,-0.9371848
7,8-2001,15,8,2001,Quebec,Occupations in front-line public protection services [43],37.6,-0.5976907,-0.9371848
7,8-2002,16,8,2002,Quebec,Occupations in front-line public protection services [43],40,-0.5976907,-0.9371848
7,8-2003,17,8,2003,Quebec,Occupations in front-line public protection services [43],38,-0.5976907,-0.9371848
7,8-2004,18,8,2004,Quebec,Occupations in front-line public protection services [43],39.5,-0.5976907,-0.9371848
7,8-2005,19,8,2005,Quebec,Occupations in front-line public protection services [43],38.8,-0.5976907,-0.9371848
7,8-2006,20,8,2006,Quebec,Occupations in front-line public protection services [43],40,-0.5976907,-0.9371848
7,8-2007,21,8,2007,Quebec,Occupations in front-line public protection services [43],40.2,-0.5976907,-0.9371848
7,8-2008,22,8,2008,Quebec,Occupations in front-line public protection services [43],40.4,-0.5976907,-0.9371848
7,8-2009,23,8,2009,Quebec,Occupations in front-line public protection services [43],40.2,-0.5976907,-0.9371848
7,8-2010,24,8,2010,Quebec,Occupations in front-line public protection services [43],41.1,-0.5976907,-0.9371848
7,8-2011,25,8,2011,Quebec,Occupations in front-line public protection services [43],39,-0.5976907,-0.9371848
7,8-2012,26,8,2012,Quebec,Occupations in front-line public protection services [43],39.8,-0.5976907,-0.9371848
7,8-2013,27,8,2013,Quebec,Occupations in front-line public protection services [43],40.7,-0.5976907,-0.9371848
7,8-2014,28,8,2014,Quebec,Occupations in front-line public protection services [43],38.6,-0.5976907,-0.9371848
7,8-2015,29,8,2015,Quebec,Occupations in front-line public protection services [43],37.7,-0.5976907,-0.9371848
7,8-2016,30,8,2016,Quebec,Occupations in front-line public protection services [43],39.4,-0.5976907,-0.9371848
7,8-2017,31,8,2017,Quebec,Occupations in front-line public protection services [43],39.7,-0.5976907,-0.9371848
7,8-2018,32,8,2018,Quebec,Occupations in front-line public protection services [43],40.9,-0.5976907,-0.9371848
7,8-2019,33,8,2019,Quebec,Occupations in front-line public protection services [43],39.9,-0.5976907,-0.9371848
7,8-2020,34,8,2020,Quebec,Occupations in front-line public protection services [43],39.9,-0.5976907,-0.9371848
7,9-1987,1,9,1987,Saskatchewan,Occupations in front-line public protection services [43],39.8,-0.5976907,-0.9371848
7,9-1988,2,9,1988,Saskatchewan,Occupations in front-line public protection services [43],41.5,-0.5976907,-0.9371848
7,9-1989,3,9,1989,Saskatchewan,Occupations in front-line public protection services [43],42.3,-0.5976907,-0.9371848
7,9-1990,4,9,1990,Saskatchewan,Occupations in front-line public protection services [43],41.7,-0.5976907,-0.9371848
7,9-1991,5,9,1991,Saskatchewan,Occupations in front-line public protection services [43],41.1,-0.5976907,-0.9371848
7,9-1992,6,9,1992,Saskatchewan,Occupations in front-line public protection services [43],41.6,-0.5976907,-0.9371848
7,9-1993,7,9,1993,Saskatchewan,Occupations in front-line public protection services [43],43,-0.5976907,-0.9371848
7,9-1994,8,9,1994,Saskatchewan,Occupations in front-line public protection services [43],40.2,-0.5976907,-0.9371848
7,9-1995,9,9,1995,Saskatchewan,Occupations in front-line public protection services [43],41.1,-0.5976907,-0.9371848
7,9-1996,10,9,1996,Saskatchewan,Occupations in front-line public protection services [43],40.9,-0.5976907,-0.9371848
7,9-1997,11,9,1997,Saskatchewan,Occupations in front-line public protection services [43],42.8,-0.5976907,-0.9371848
7,9-1998,12,9,1998,Saskatchewan,Occupations in front-line public protection services [43],43,-0.5976907,-0.9371848
7,9-1999,13,9,1999,Saskatchewan,Occupations in front-line public protection services [43],41.9,-0.5976907,-0.9371848
7,9-2000,14,9,2000,Saskatchewan,Occupations in front-line public protection services [43],42.2,-0.5976907,-0.9371848
7,9-2001,15,9,2001,Saskatchewan,Occupations in front-line public protection services [43],43.5,-0.5976907,-0.9371848
7,9-2002,16,9,2002,Saskatchewan,Occupations in front-line public protection services [43],40.7,-0.5976907,-0.9371848
7,9-2003,17,9,2003,Saskatchewan,Occupations in front-line public protection services [43],42.7,-0.5976907,-0.9371848
7,9-2004,18,9,2004,Saskatchewan,Occupations in front-line public protection services [43],43.7,-0.5976907,-0.9371848
7,9-2005,19,9,2005,Saskatchewan,Occupations in front-line public protection services [43],41.9,-0.5976907,-0.9371848
7,9-2006,20,9,2006,Saskatchewan,Occupations in front-line public protection services [43],42.6,-0.5976907,-0.9371848
7,9-2007,21,9,2007,Saskatchewan,Occupations in front-line public protection services [43],44.1,-0.5976907,-0.9371848
7,9-2008,22,9,2008,Saskatchewan,Occupations in front-line public protection services [43],42.1,-0.5976907,-0.9371848
7,9-2009,23,9,2009,Saskatchewan,Occupations in front-line public protection services [43],41.7,-0.5976907,-0.9371848
7,9-2010,24,9,2010,Saskatchewan,Occupations in front-line public protection services [43],42.7,-0.5976907,-0.9371848
7,9-2011,25,9,2011,Saskatchewan,Occupations in front-line public protection services [43],42.6,-0.5976907,-0.9371848
7,9-2012,26,9,2012,Saskatchewan,Occupations in front-line public protection services [43],44.1,-0.5976907,-0.9371848
7,9-2013,27,9,2013,Saskatchewan,Occupations in front-line public protection services [43],42.5,-0.5976907,-0.9371848
7,9-2014,28,9,2014,Saskatchewan,Occupations in front-line public protection services [43],41.8,-0.5976907,-0.9371848
7,9-2015,29,9,2015,Saskatchewan,Occupations in front-line public protection services [43],44.6,-0.5976907,-0.9371848
7,9-2016,30,9,2016,Saskatchewan,Occupations in front-line public protection services [43],41.3,-0.5976907,-0.9371848
7,9-2017,31,9,2017,Saskatchewan,Occupations in front-line public protection services [43],41.2,-0.5976907,-0.9371848
7,9-2018,32,9,2018,Saskatchewan,Occupations in front-line public protection services [43],43.1,-0.5976907,-0.9371848
7,9-2019,33,9,2019,Saskatchewan,Occupations in front-line public protection services [43],43.1,-0.5976907,-0.9371848
7,9-2020,34,9,2020,Saskatchewan,Occupations in front-line public protection services [43],43.4,-0.5976907,-0.9371848
8,0-1987,1,0,1987,Alberta,Office support occupations [14],32.7,2.240688,0.3995633
8,0-1988,2,0,1988,Alberta,Office support occupations [14],33.3,2.240688,0.3995633
8,0-1989,3,0,1989,Alberta,Office support occupations [14],33.4,2.240688,0.3995633
8,0-1990,4,0,1990,Alberta,Office support occupations [14],34.1,2.240688,0.3995633
8,0-1991,5,0,1991,Alberta,Office support occupations [14],33.7,2.240688,0.3995633
8,0-1992,6,0,1992,Alberta,Office support occupations [14],32.1,2.240688,0.3995633
8,0-1993,7,0,1993,Alberta,Office support occupations [14],32.7,2.240688,0.3995633
8,0-1994,8,0,1994,Alberta,Office support occupations [14],32.5,2.240688,0.3995633
8,0-1995,9,0,1995,Alberta,Office support occupations [14],32.6,2.240688,0.3995633
8,0-1996,10,0,1996,Alberta,Office support occupations [14],32.6,2.240688,0.3995633
8,0-1997,11,0,1997,Alberta,Office support occupations [14],32.7,2.240688,0.3995633
8,0-1998,12,0,1998,Alberta,Office support occupations [14],31.6,2.240688,0.3995633
8,0-1999,13,0,1999,Alberta,Office support occupations [14],32.2,2.240688,0.3995633
8,0-2000,14,0,2000,Alberta,Office support occupations [14],32.5,2.240688,0.3995633
8,0-2001,15,0,2001,Alberta,Office support occupations [14],32.8,2.240688,0.3995633
8,0-2002,16,0,2002,Alberta,Office support occupations [14],32.4,2.240688,0.3995633
8,0-2003,17,0,2003,Alberta,Office support occupations [14],33,2.240688,0.3995633
8,0-2004,18,0,2004,Alberta,Office support occupations [14],32.5,2.240688,0.3995633
8,0-2005,19,0,2005,Alberta,Office support occupations [14],33,2.240688,0.3995633
8,0-2006,20,0,2006,Alberta,Office support occupations [14],32.7,2.240688,0.3995633
8,0-2007,21,0,2007,Alberta,Office support occupations [14],33.8,2.240688,0.3995633
8,0-2008,22,0,2008,Alberta,Office support occupations [14],33,2.240688,0.3995633
8,0-2009,23,0,2009,Alberta,Office support occupations [14],31.8,2.240688,0.3995633
8,0-2010,24,0,2010,Alberta,Office support occupations [14],32,2.240688,0.3995633
8,0-2011,25,0,2011,Alberta,Office support occupations [14],32.4,2.240688,0.3995633
8,0-2012,26,0,2012,Alberta,Office support occupations [14],32.9,2.240688,0.3995633
8,0-2013,27,0,2013,Alberta,Office support occupations [14],32.6,2.240688,0.3995633
8,0-2014,28,0,2014,Alberta,Office support occupations [14],31.8,2.240688,0.3995633
8,0-2015,29,0,2015,Alberta,Office support occupations [14],32.9,2.240688,0.3995633
8,0-2016,30,0,2016,Alberta,Office support occupations [14],31.9,2.240688,0.3995633
8,0-2017,31,0,2017,Alberta,Office support occupations [14],31.4,2.240688,0.3995633
8,0-2018,32,0,2018,Alberta,Office support occupations [14],32.3,2.240688,0.3995633
8,0-2019,33,0,2019,Alberta,Office support occupations [14],31.5,2.240688,0.3995633
8,0-2020,34,0,2020,Alberta,Office support occupations [14],31.1,2.240688,0.3995633
8,1-1987,1,1,1987,British Columbia,Office support occupations [14],32,2.240688,0.3995633
8,1-1988,2,1,1988,British Columbia,Office support occupations [14],32.7,2.240688,0.3995633
8,1-1989,3,1,1989,British Columbia,Office support occupations [14],33.6,2.240688,0.3995633
8,1-1990,4,1,1990,British Columbia,Office support occupations [14],33.2,2.240688,0.3995633
8,1-1991,5,1,1991,British Columbia,Office support occupations [14],31.7,2.240688,0.3995633
8,1-1992,6,1,1992,British Columbia,Office support occupations [14],31.6,2.240688,0.3995633
8,1-1993,7,1,1993,British Columbia,Office support occupations [14],31.7,2.240688,0.3995633
8,1-1994,8,1,1994,British Columbia,Office support occupations [14],32.3,2.240688,0.3995633
8,1-1995,9,1,1995,British Columbia,Office support occupations [14],32.2,2.240688,0.3995633
8,1-1996,10,1,1996,British Columbia,Office support occupations [14],32.5,2.240688,0.3995633
8,1-1997,11,1,1997,British Columbia,Office support occupations [14],31.7,2.240688,0.3995633
8,1-1998,12,1,1998,British Columbia,Office support occupations [14],31.7,2.240688,0.3995633
8,1-1999,13,1,1999,British Columbia,Office support occupations [14],32.4,2.240688,0.3995633
8,1-2000,14,1,2000,British Columbia,Office support occupations [14],32.9,2.240688,0.3995633
8,1-2001,15,1,2001,British Columbia,Office support occupations [14],31.5,2.240688,0.3995633
8,1-2002,16,1,2002,British Columbia,Office support occupations [14],31.6,2.240688,0.3995633
8,1-2003,17,1,2003,British Columbia,Office support occupations [14],30.4,2.240688,0.3995633
8,1-2004,18,1,2004,British Columbia,Office support occupations [14],30.9,2.240688,0.3995633
8,1-2005,19,1,2005,British Columbia,Office support occupations [14],32.5,2.240688,0.3995633
8,1-2006,20,1,2006,British Columbia,Office support occupations [14],31.7,2.240688,0.3995633
8,1-2007,21,1,2007,British Columbia,Office support occupations [14],31.9,2.240688,0.3995633
8,1-2008,22,1,2008,British Columbia,Office support occupations [14],31.4,2.240688,0.3995633
8,1-2009,23,1,2009,British Columbia,Office support occupations [14],30.9,2.240688,0.3995633
8,1-2010,24,1,2010,British Columbia,Office support occupations [14],31.3,2.240688,0.3995633
8,1-2011,25,1,2011,British Columbia,Office support occupations [14],31.1,2.240688,0.3995633
8,1-2012,26,1,2012,British Columbia,Office support occupations [14],31.9,2.240688,0.3995633
8,1-2013,27,1,2013,British Columbia,Office support occupations [14],31.2,2.240688,0.3995633
8,1-2014,28,1,2014,British Columbia,Office support occupations [14],30.9,2.240688,0.3995633
8,1-2015,29,1,2015,British Columbia,Office support occupations [14],31,2.240688,0.3995633
8,1-2016,30,1,2016,British Columbia,Office support occupations [14],31.4,2.240688,0.3995633
8,1-2017,31,1,2017,British Columbia,Office support occupations [14],30.4,2.240688,0.3995633
8,1-2018,32,1,2018,British Columbia,Office support occupations [14],31.2,2.240688,0.3995633
8,1-2019,33,1,2019,British Columbia,Office support occupations [14],30.9,2.240688,0.3995633
8,1-2020,34,1,2020,British Columbia,Office support occupations [14],31.5,2.240688,0.3995633
8,2-1987,1,2,1987,Manitoba,Office support occupations [14],32.6,2.240688,0.3995633
8,2-1988,2,2,1988,Manitoba,Office support occupations [14],33.4,2.240688,0.3995633
8,2-1989,3,2,1989,Manitoba,Office support occupations [14],34.6,2.240688,0.3995633
8,2-1990,4,2,1990,Manitoba,Office support occupations [14],33.3,2.240688,0.3995633
8,2-1991,5,2,1991,Manitoba,Office support occupations [14],32.5,2.240688,0.3995633
8,2-1992,6,2,1992,Manitoba,Office support occupations [14],32.4,2.240688,0.3995633
8,2-1993,7,2,1993,Manitoba,Office support occupations [14],32.2,2.240688,0.3995633
8,2-1994,8,2,1994,Manitoba,Office support occupations [14],32.8,2.240688,0.3995633
8,2-1995,9,2,1995,Manitoba,Office support occupations [14],32.5,2.240688,0.3995633
8,2-1996,10,2,1996,Manitoba,Office support occupations [14],32.2,2.240688,0.3995633
8,2-1997,11,2,1997,Manitoba,Office support occupations [14],33,2.240688,0.3995633
8,2-1998,12,2,1998,Manitoba,Office support occupations [14],32.6,2.240688,0.3995633
8,2-1999,13,2,1999,Manitoba,Office support occupations [14],33.4,2.240688,0.3995633
8,2-2000,14,2,2000,Manitoba,Office support occupations [14],32.7,2.240688,0.3995633
8,2-2001,15,2,2001,Manitoba,Office support occupations [14],33.4,2.240688,0.3995633
8,2-2002,16,2,2002,Manitoba,Office support occupations [14],32.9,2.240688,0.3995633
8,2-2003,17,2,2003,Manitoba,Office support occupations [14],31.9,2.240688,0.3995633
8,2-2004,18,2,2004,Manitoba,Office support occupations [14],32,2.240688,0.3995633
8,2-2005,19,2,2005,Manitoba,Office support occupations [14],32.8,2.240688,0.3995633
8,2-2006,20,2,2006,Manitoba,Office support occupations [14],32.9,2.240688,0.3995633
