occ_fixed,geo_year,time_trend,geo_fixed,year,geo,occ,wage_rate_2010,wage_rate,hours_worked,rti,off
6,3-2007,11,3,2007,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",439.96,533.4,39.4,0.4486654,-0.6579648
6,3-2008,12,3,2008,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",434.75,527.08,41.8,0.4486654,-0.6579648
6,3-2009,13,3,2009,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",461.79,559.87,38.8,0.4486654,-0.6579648
6,3-2010,14,3,2010,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",479.79,581.69,38.5,0.4486654,-0.6579648
6,3-2011,15,3,2011,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",497.68,603.38,40.9,0.4486654,-0.6579648
6,3-2012,16,3,2012,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",484.35,587.22,41.5,0.4486654,-0.6579648
6,3-2013,17,3,2013,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",499.71,605.84,42.6,0.4486654,-0.6579648
6,3-2014,18,3,2014,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",511.61,620.27,39.4,0.4486654,-0.6579648
6,3-2015,19,3,2015,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",546.13,662.12,40.3,0.4486654,-0.6579648
6,3-2016,20,3,2016,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",517.32,627.19,40.9,0.4486654,-0.6579648
6,3-2017,21,3,2017,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",560.91,680.04,40.5,0.4486654,-0.6579648
6,3-2018,22,3,2018,New Brunswick,"Labourers in processing, manufacturing and utilities [96]",572.20,693.73,41.5,0.4486654,-0.6579648
6,4-1997,1,4,1997,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",297.59,360.79,35.2,0.4486654,-0.6579648
6,4-1998,2,4,1998,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",311.71,377.91,34.9,0.4486654,-0.6579648
6,4-1999,3,4,1999,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",307.77,373.14,34.8,0.4486654,-0.6579648
6,4-2000,4,4,2000,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",334.31,405.31,34.5,0.4486654,-0.6579648
6,4-2001,5,4,2001,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",336.61,408.1,34.9,0.4486654,-0.6579648
6,4-2002,6,4,2002,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",327.37,396.9,35.6,0.4486654,-0.6579648
6,4-2003,7,4,2003,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",364.18,441.53,39.2,0.4486654,-0.6579648
6,4-2004,8,4,2004,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",356.91,432.71,37,0.4486654,-0.6579648
6,4-2005,9,4,2005,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",376.84,456.87,38.9,0.4486654,-0.6579648
6,4-2006,10,4,2006,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",375.76,455.57,36.8,0.4486654,-0.6579648
6,4-2007,11,4,2007,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",443.91,538.19,41,0.4486654,-0.6579648
6,4-2008,12,4,2008,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",431.50,523.14,39.6,0.4486654,-0.6579648
6,4-2009,13,4,2009,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",438.04,531.07,35.5,0.4486654,-0.6579648
6,4-2010,14,4,2010,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",395.14,479.06,32.8,0.4486654,-0.6579648
6,4-2011,15,4,2011,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",444.05,538.36,35.7,0.4486654,-0.6579648
6,4-2012,16,4,2012,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",477.37,578.76,41.3,0.4486654,-0.6579648
6,4-2013,17,4,2013,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",426.58,517.18,36.8,0.4486654,-0.6579648
6,4-2014,18,4,2014,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",501.33,607.8,39.2,0.4486654,-0.6579648
6,4-2015,19,4,2015,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",609.26,738.66,40.3,0.4486654,-0.6579648
6,4-2016,20,4,2016,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",579.04,702.02,40.8,0.4486654,-0.6579648
6,4-2017,21,4,2017,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",617.34,748.45,40.4,0.4486654,-0.6579648
6,4-2018,22,4,2018,Newfoundland and Labrador,"Labourers in processing, manufacturing and utilities [96]",540.79,655.65,36.5,0.4486654,-0.6579648
6,5-1997,1,5,1997,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",306.41,371.48,33.8,0.4486654,-0.6579648
6,5-1998,2,5,1998,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",325.13,394.18,35.5,0.4486654,-0.6579648
6,5-1999,3,5,1999,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",346.27,419.81,35.6,0.4486654,-0.6579648
6,5-2000,4,5,2000,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",350.34,424.75,37.6,0.4486654,-0.6579648
6,5-2001,5,5,2001,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",386.45,468.52,37,0.4486654,-0.6579648
6,5-2002,6,5,2002,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",368.16,446.35,36.6,0.4486654,-0.6579648
6,5-2003,7,5,2003,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",381.74,462.82,36.1,0.4486654,-0.6579648
6,5-2004,8,5,2004,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",356.05,431.67,34.8,0.4486654,-0.6579648
6,5-2005,9,5,2005,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",390.23,473.11,36.7,0.4486654,-0.6579648
6,5-2006,10,5,2006,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",358.30,434.4,34.3,0.4486654,-0.6579648
6,5-2007,11,5,2007,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",442.08,535.97,38.2,0.4486654,-0.6579648
6,5-2008,12,5,2008,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",464.49,563.14,36.6,0.4486654,-0.6579648
6,5-2009,13,5,2009,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",431.93,523.67,34.2,0.4486654,-0.6579648
6,5-2010,14,5,2010,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",410.12,497.22,36.3,0.4486654,-0.6579648
6,5-2011,15,5,2011,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",424.61,514.79,35.6,0.4486654,-0.6579648
6,5-2012,16,5,2012,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",412.39,499.98,34.3,0.4486654,-0.6579648
6,5-2013,17,5,2013,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",486.93,590.34,39.8,0.4486654,-0.6579648
6,5-2014,18,5,2014,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",478.03,579.55,36.9,0.4486654,-0.6579648
6,5-2015,19,5,2015,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",490.05,594.13,37.9,0.4486654,-0.6579648
6,5-2016,20,5,2016,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",550.35,667.23,35.9,0.4486654,-0.6579648
6,5-2017,21,5,2017,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",523.15,634.26,35.9,0.4486654,-0.6579648
6,5-2018,22,5,2018,Nova Scotia,"Labourers in processing, manufacturing and utilities [96]",583.92,707.93,38.8,0.4486654,-0.6579648
6,6-1997,1,6,1997,Ontario,"Labourers in processing, manufacturing and utilities [96]",415.00,503.14,38.7,0.4486654,-0.6579648
6,6-1998,2,6,1998,Ontario,"Labourers in processing, manufacturing and utilities [96]",418.13,506.93,38.6,0.4486654,-0.6579648
6,6-1999,3,6,1999,Ontario,"Labourers in processing, manufacturing and utilities [96]",399.56,484.42,37.7,0.4486654,-0.6579648
6,6-2000,4,6,2000,Ontario,"Labourers in processing, manufacturing and utilities [96]",414.11,502.06,38.5,0.4486654,-0.6579648
6,6-2001,5,6,2001,Ontario,"Labourers in processing, manufacturing and utilities [96]",417.58,506.27,38.1,0.4486654,-0.6579648
6,6-2002,6,6,2002,Ontario,"Labourers in processing, manufacturing and utilities [96]",417.23,505.84,37.6,0.4486654,-0.6579648
6,6-2003,7,6,2003,Ontario,"Labourers in processing, manufacturing and utilities [96]",421.18,510.63,36.3,0.4486654,-0.6579648
6,6-2004,8,6,2004,Ontario,"Labourers in processing, manufacturing and utilities [96]",431.93,523.67,37.3,0.4486654,-0.6579648
6,6-2005,9,6,2005,Ontario,"Labourers in processing, manufacturing and utilities [96]",441.01,534.67,37.5,0.4486654,-0.6579648
6,6-2006,10,6,2006,Ontario,"Labourers in processing, manufacturing and utilities [96]",465.72,564.63,37.3,0.4486654,-0.6579648
6,6-2007,11,6,2007,Ontario,"Labourers in processing, manufacturing and utilities [96]",463.85,562.36,37.3,0.4486654,-0.6579648
6,6-2008,12,6,2008,Ontario,"Labourers in processing, manufacturing and utilities [96]",462.11,560.25,36.9,0.4486654,-0.6579648
6,6-2009,13,6,2009,Ontario,"Labourers in processing, manufacturing and utilities [96]",457.41,554.56,35.8,0.4486654,-0.6579648
6,6-2010,14,6,2010,Ontario,"Labourers in processing, manufacturing and utilities [96]",463.86,562.38,36.1,0.4486654,-0.6579648
6,6-2011,15,6,2011,Ontario,"Labourers in processing, manufacturing and utilities [96]",475.71,576.74,36.5,0.4486654,-0.6579648
6,6-2012,16,6,2012,Ontario,"Labourers in processing, manufacturing and utilities [96]",488.43,592.16,36.6,0.4486654,-0.6579648
6,6-2013,17,6,2013,Ontario,"Labourers in processing, manufacturing and utilities [96]",502.77,609.55,37.8,0.4486654,-0.6579648
6,6-2014,18,6,2014,Ontario,"Labourers in processing, manufacturing and utilities [96]",512.76,621.66,37.2,0.4486654,-0.6579648
6,6-2015,19,6,2015,Ontario,"Labourers in processing, manufacturing and utilities [96]",513.54,622.61,37.2,0.4486654,-0.6579648
6,6-2016,20,6,2016,Ontario,"Labourers in processing, manufacturing and utilities [96]",517.81,627.78,37.4,0.4486654,-0.6579648
6,6-2017,21,6,2017,Ontario,"Labourers in processing, manufacturing and utilities [96]",525.74,637.4,36.8,0.4486654,-0.6579648
6,6-2018,22,6,2018,Ontario,"Labourers in processing, manufacturing and utilities [96]",565.47,685.56,37.6,0.4486654,-0.6579648
6,7-1997,1,7,1997,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",299.27,362.83,42.2,0.4486654,-0.6579648
6,7-1998,2,7,1998,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",302.04,366.19,36.3,0.4486654,-0.6579648
6,7-1999,3,7,1999,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",315.35,382.33,42.7,0.4486654,-0.6579648
6,7-2000,4,7,2000,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",353.44,428.51,40.8,0.4486654,-0.6579648
6,7-2001,5,7,2001,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",314.19,380.92,38.6,0.4486654,-0.6579648
6,7-2002,6,7,2002,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",334.67,405.75,41.4,0.4486654,-0.6579648
6,7-2003,7,7,2003,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",333.30,404.09,37.3,0.4486654,-0.6579648
6,7-2004,8,7,2004,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",357.09,432.93,40.3,0.4486654,-0.6579648
6,7-2005,9,7,2005,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",381.28,462.26,45.6,0.4486654,-0.6579648
6,7-2006,10,7,2006,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",403.64,489.37,41.4,0.4486654,-0.6579648
6,7-2007,11,7,2007,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",436.87,529.65,43,0.4486654,-0.6579648
6,7-2008,12,7,2008,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",406.80,493.2,38.9,0.4486654,-0.6579648
6,7-2009,13,7,2009,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",381.98,463.1,33.8,0.4486654,-0.6579648
6,7-2010,14,7,2010,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",427.42,518.2,45.4,0.4486654,-0.6579648
6,7-2011,15,7,2011,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",457.93,555.19,41.5,0.4486654,-0.6579648
6,7-2012,16,7,2012,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",482.32,584.76,42,0.4486654,-0.6579648
6,7-2013,17,7,2013,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",493.82,598.7,42.6,0.4486654,-0.6579648
6,7-2014,18,7,2014,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",487.17,590.64,41.8,0.4486654,-0.6579648
6,7-2015,19,7,2015,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",511.05,619.59,41,0.4486654,-0.6579648
6,7-2016,20,7,2016,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",513.51,622.57,39.2,0.4486654,-0.6579648
6,7-2017,21,7,2017,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",502.50,609.22,38.9,0.4486654,-0.6579648
6,7-2018,22,7,2018,Prince Edward Island,"Labourers in processing, manufacturing and utilities [96]",580.58,703.88,44,0.4486654,-0.6579648
6,8-1997,1,8,1997,Quebec,"Labourers in processing, manufacturing and utilities [96]",375.24,454.94,38.2,0.4486654,-0.6579648
6,8-1998,2,8,1998,Quebec,"Labourers in processing, manufacturing and utilities [96]",363.43,440.61,37.5,0.4486654,-0.6579648
6,8-1999,3,8,1999,Quebec,"Labourers in processing, manufacturing and utilities [96]",361.51,438.29,37.8,0.4486654,-0.6579648
6,8-2000,4,8,2000,Quebec,"Labourers in processing, manufacturing and utilities [96]",361.75,438.58,37.8,0.4486654,-0.6579648
6,8-2001,5,8,2001,Quebec,"Labourers in processing, manufacturing and utilities [96]",369.00,447.37,36.6,0.4486654,-0.6579648
6,8-2002,6,8,2002,Quebec,"Labourers in processing, manufacturing and utilities [96]",385.74,467.66,37,0.4486654,-0.6579648
6,8-2003,7,8,2003,Quebec,"Labourers in processing, manufacturing and utilities [96]",411.73,499.18,37.1,0.4486654,-0.6579648
6,8-2004,8,8,2004,Quebec,"Labourers in processing, manufacturing and utilities [96]",428.99,520.1,37,0.4486654,-0.6579648
6,8-2005,9,8,2005,Quebec,"Labourers in processing, manufacturing and utilities [96]",432.82,524.74,37.3,0.4486654,-0.6579648
6,8-2006,10,8,2006,Quebec,"Labourers in processing, manufacturing and utilities [96]",432.15,523.93,37.7,0.4486654,-0.6579648
6,8-2007,11,8,2007,Quebec,"Labourers in processing, manufacturing and utilities [96]",431.48,523.12,36.9,0.4486654,-0.6579648
6,8-2008,12,8,2008,Quebec,"Labourers in processing, manufacturing and utilities [96]",436.99,529.8,37.4,0.4486654,-0.6579648
6,8-2009,13,8,2009,Quebec,"Labourers in processing, manufacturing and utilities [96]",454.08,550.52,35.1,0.4486654,-0.6579648
6,8-2010,14,8,2010,Quebec,"Labourers in processing, manufacturing and utilities [96]",469.52,569.24,35.8,0.4486654,-0.6579648
6,8-2011,15,8,2011,Quebec,"Labourers in processing, manufacturing and utilities [96]",495.22,600.4,37,0.4486654,-0.6579648
6,8-2012,16,8,2012,Quebec,"Labourers in processing, manufacturing and utilities [96]",488.59,592.36,37,0.4486654,-0.6579648
6,8-2013,17,8,2013,Quebec,"Labourers in processing, manufacturing and utilities [96]",509.86,618.14,37.2,0.4486654,-0.6579648
6,8-2014,18,8,2014,Quebec,"Labourers in processing, manufacturing and utilities [96]",484.67,587.61,36,0.4486654,-0.6579648
6,8-2015,19,8,2015,Quebec,"Labourers in processing, manufacturing and utilities [96]",525.28,636.84,36.9,0.4486654,-0.6579648
6,8-2016,20,8,2016,Quebec,"Labourers in processing, manufacturing and utilities [96]",530.22,642.83,37.3,0.4486654,-0.6579648
6,8-2017,21,8,2017,Quebec,"Labourers in processing, manufacturing and utilities [96]",504.31,611.42,36,0.4486654,-0.6579648
6,8-2018,22,8,2018,Quebec,"Labourers in processing, manufacturing and utilities [96]",549.00,665.6,37.8,0.4486654,-0.6579648
6,9-1997,1,9,1997,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",385.44,467.3,35.8,0.4486654,-0.6579648
6,9-1998,2,9,1998,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",397.48,481.9,36.3,0.4486654,-0.6579648
6,9-1999,3,9,1999,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",400.34,485.36,36.7,0.4486654,-0.6579648
6,9-2000,4,9,2000,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",359.08,435.34,36.1,0.4486654,-0.6579648
6,9-2001,5,9,2001,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",396.73,480.99,39,0.4486654,-0.6579648
6,9-2002,6,9,2002,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",391.19,474.27,35.9,0.4486654,-0.6579648
6,9-2003,7,9,2003,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",404.54,490.46,37,0.4486654,-0.6579648
6,9-2004,8,9,2004,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",395.99,480.09,36,0.4486654,-0.6579648
6,9-2005,9,9,2005,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",421.88,511.48,37,0.4486654,-0.6579648
6,9-2006,10,9,2006,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",456.17,553.05,35.1,0.4486654,-0.6579648
6,9-2007,11,9,2007,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",387.53,469.83,33.8,0.4486654,-0.6579648
6,9-2008,12,9,2008,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",490.83,595.07,36.9,0.4486654,-0.6579648
6,9-2009,13,9,2009,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",512.18,620.96,37.5,0.4486654,-0.6579648
6,9-2010,14,9,2010,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",503.25,610.13,35.8,0.4486654,-0.6579648
6,9-2011,15,9,2011,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",542.49,657.7,39.1,0.4486654,-0.6579648
6,9-2012,16,9,2012,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",540.37,655.14,37,0.4486654,-0.6579648
6,9-2013,17,9,2013,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",550.05,666.87,36,0.4486654,-0.6579648
6,9-2014,18,9,2014,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",618.58,749.96,37.7,0.4486654,-0.6579648
6,9-2015,19,9,2015,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",620.95,752.83,35.6,0.4486654,-0.6579648
6,9-2016,20,9,2016,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",667.60,809.39,36.4,0.4486654,-0.6579648
6,9-2017,21,9,2017,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",678.47,822.57,37.3,0.4486654,-0.6579648
6,9-2018,22,9,2018,Saskatchewan,"Labourers in processing, manufacturing and utilities [96]",679.27,823.53,38.7,0.4486654,-0.6579648
7,0-1997,1,0,1997,Alberta,Occupations in front-line public protection services [43],713.57,865.12,42.8,-0.5976907,-0.9371848
7,0-1998,2,0,1998,Alberta,Occupations in front-line public protection services [43],725.97,880.15,42.4,-0.5976907,-0.9371848
7,0-1999,3,0,1999,Alberta,Occupations in front-line public protection services [43],771.16,934.94,40.8,-0.5976907,-0.9371848
7,0-2000,4,0,2000,Alberta,Occupations in front-line public protection services [43],801.19,971.35,41.9,-0.5976907,-0.9371848
7,0-2001,5,0,2001,Alberta,Occupations in front-line public protection services [43],855.59,1037.3,44.3,-0.5976907,-0.9371848
7,0-2002,6,0,2002,Alberta,Occupations in front-line public protection services [43],846.12,1025.82,42.6,-0.5976907,-0.9371848
7,0-2003,7,0,2003,Alberta,Occupations in front-line public protection services [43],832.20,1008.95,42,-0.5976907,-0.9371848
7,0-2004,8,0,2004,Alberta,Occupations in front-line public protection services [43],866.25,1050.23,41.2,-0.5976907,-0.9371848
7,0-2005,9,0,2005,Alberta,Occupations in front-line public protection services [43],907.04,1099.68,43.8,-0.5976907,-0.9371848
7,0-2006,10,0,2006,Alberta,Occupations in front-line public protection services [43],966.60,1171.89,42,-0.5976907,-0.9371848
7,0-2007,11,0,2007,Alberta,Occupations in front-line public protection services [43],1054.04,1277.9,44.3,-0.5976907,-0.9371848
7,0-2008,12,0,2008,Alberta,Occupations in front-line public protection services [43],1007.17,1221.07,43.2,-0.5976907,-0.9371848
7,0-2009,13,0,2009,Alberta,Occupations in front-line public protection services [43],1158.95,1405.09,42.5,-0.5976907,-0.9371848
7,0-2010,14,0,2010,Alberta,Occupations in front-line public protection services [43],1128.09,1367.67,42.8,-0.5976907,-0.9371848
7,0-2011,15,0,2011,Alberta,Occupations in front-line public protection services [43],1112.33,1348.57,41.9,-0.5976907,-0.9371848
7,0-2012,16,0,2012,Alberta,Occupations in front-line public protection services [43],1171.79,1420.66,41.7,-0.5976907,-0.9371848
7,0-2013,17,0,2013,Alberta,Occupations in front-line public protection services [43],1217.15,1475.65,45.8,-0.5976907,-0.9371848
7,0-2014,18,0,2014,Alberta,Occupations in front-line public protection services [43],1257.87,1525.02,41.3,-0.5976907,-0.9371848
7,0-2015,19,0,2015,Alberta,Occupations in front-line public protection services [43],1241.33,1504.97,42.5,-0.5976907,-0.9371848
7,0-2016,20,0,2016,Alberta,Occupations in front-line public protection services [43],1449.21,1757,41.3,-0.5976907,-0.9371848
7,0-2017,21,0,2017,Alberta,Occupations in front-line public protection services [43],1553.26,1883.14,42.1,-0.5976907,-0.9371848
7,0-2018,22,0,2018,Alberta,Occupations in front-line public protection services [43],1480.13,1794.48,43.4,-0.5976907,-0.9371848
7,1-1997,1,1,1997,British Columbia,Occupations in front-line public protection services [43],775.37,940.04,43.1,-0.5976907,-0.9371848
7,1-1998,2,1,1998,British Columbia,Occupations in front-line public protection services [43],816.11,989.44,42.5,-0.5976907,-0.9371848
7,1-1999,3,1,1999,British Columbia,Occupations in front-line public protection services [43],798.10,967.6,41.5,-0.5976907,-0.9371848
7,1-2000,4,1,2000,British Columbia,Occupations in front-line public protection services [43],784.52,951.14,42.5,-0.5976907,-0.9371848
7,1-2001,5,1,2001,British Columbia,Occupations in front-line public protection services [43],820.25,994.46,41.8,-0.5976907,-0.9371848
7,1-2002,6,1,2002,British Columbia,Occupations in front-line public protection services [43],877.75,1064.17,43.7,-0.5976907,-0.9371848
7,1-2003,7,1,2003,British Columbia,Occupations in front-line public protection services [43],857.38,1039.47,42.3,-0.5976907,-0.9371848
7,1-2004,8,1,2004,British Columbia,Occupations in front-line public protection services [43],849.65,1030.1,42.9,-0.5976907,-0.9371848
7,1-2005,9,1,2005,British Columbia,Occupations in front-line public protection services [43],933.01,1131.17,43.9,-0.5976907,-0.9371848
7,1-2006,10,1,2006,British Columbia,Occupations in front-line public protection services [43],1012.63,1227.7,41.5,-0.5976907,-0.9371848
7,1-2007,11,1,2007,British Columbia,Occupations in front-line public protection services [43],1025.73,1243.58,42.7,-0.5976907,-0.9371848
7,1-2008,12,1,2008,British Columbia,Occupations in front-line public protection services [43],979.69,1187.76,42.4,-0.5976907,-0.9371848
7,1-2009,13,1,2009,British Columbia,Occupations in front-line public protection services [43],1096.77,1329.71,44.5,-0.5976907,-0.9371848
7,1-2010,14,1,2010,British Columbia,Occupations in front-line public protection services [43],1073.01,1300.9,42.9,-0.5976907,-0.9371848
7,1-2011,15,1,2011,British Columbia,Occupations in front-line public protection services [43],1168.33,1416.46,42.5,-0.5976907,-0.9371848
7,1-2012,16,1,2012,British Columbia,Occupations in front-line public protection services [43],1150.72,1395.11,42.8,-0.5976907,-0.9371848
7,1-2013,17,1,2013,British Columbia,Occupations in front-line public protection services [43],1218.21,1476.93,41.9,-0.5976907,-0.9371848
7,1-2014,18,1,2014,British Columbia,Occupations in front-line public protection services [43],1087.97,1319.03,41.3,-0.5976907,-0.9371848
7,1-2015,19,1,2015,British Columbia,Occupations in front-line public protection services [43],1287.68,1561.16,44,-0.5976907,-0.9371848
7,1-2016,20,1,2016,British Columbia,Occupations in front-line public protection services [43],1417.60,1718.67,42.4,-0.5976907,-0.9371848
7,1-2017,21,1,2017,British Columbia,Occupations in front-line public protection services [43],1334.45,1617.86,41.5,-0.5976907,-0.9371848
7,1-2018,22,1,2018,British Columbia,Occupations in front-line public protection services [43],1428.57,1731.97,41.9,-0.5976907,-0.9371848
7,2-1997,1,2,1997,Manitoba,Occupations in front-line public protection services [43],724.82,878.76,43,-0.5976907,-0.9371848
7,2-1998,2,2,1998,Manitoba,Occupations in front-line public protection services [43],719.39,872.17,40.1,-0.5976907,-0.9371848
7,2-1999,3,2,1999,Manitoba,Occupations in front-line public protection services [43],786.42,953.44,41.8,-0.5976907,-0.9371848
7,2-2000,4,2,2000,Manitoba,Occupations in front-line public protection services [43],791.40,959.48,41.1,-0.5976907,-0.9371848
7,2-2001,5,2,2001,Manitoba,Occupations in front-line public protection services [43],801.27,971.45,43.2,-0.5976907,-0.9371848
7,2-2002,6,2,2002,Manitoba,Occupations in front-line public protection services [43],780.13,945.81,43.2,-0.5976907,-0.9371848
7,2-2003,7,2,2003,Manitoba,Occupations in front-line public protection services [43],778.84,944.25,42.6,-0.5976907,-0.9371848
7,2-2004,8,2,2004,Manitoba,Occupations in front-line public protection services [43],821.04,995.41,44,-0.5976907,-0.9371848
7,2-2005,9,2,2005,Manitoba,Occupations in front-line public protection services [43],822.61,997.32,42.9,-0.5976907,-0.9371848
7,2-2006,10,2,2006,Manitoba,Occupations in front-line public protection services [43],837.10,1014.89,43.8,-0.5976907,-0.9371848
7,2-2007,11,2,2007,Manitoba,Occupations in front-line public protection services [43],898.11,1088.85,43.2,-0.5976907,-0.9371848
7,2-2008,12,2,2008,Manitoba,Occupations in front-line public protection services [43],929.01,1126.31,42.3,-0.5976907,-0.9371848
7,2-2009,13,2,2009,Manitoba,Occupations in front-line public protection services [43],935.59,1134.29,42.4,-0.5976907,-0.9371848
7,2-2010,14,2,2010,Manitoba,Occupations in front-line public protection services [43],1003.72,1216.89,42.5,-0.5976907,-0.9371848
7,2-2011,15,2,2011,Manitoba,Occupations in front-line public protection services [43],1033.20,1252.63,41.1,-0.5976907,-0.9371848
7,2-2012,16,2,2012,Manitoba,Occupations in front-line public protection services [43],1046.06,1268.22,41.8,-0.5976907,-0.9371848
7,2-2013,17,2,2013,Manitoba,Occupations in front-line public protection services [43],1133.74,1374.52,41.3,-0.5976907,-0.9371848
7,2-2014,18,2,2014,Manitoba,Occupations in front-line public protection services [43],1063.03,1288.8,42.6,-0.5976907,-0.9371848
7,2-2015,19,2,2015,Manitoba,Occupations in front-line public protection services [43],1176.68,1426.59,42.5,-0.5976907,-0.9371848
7,2-2016,20,2,2016,Manitoba,Occupations in front-line public protection services [43],1395.83,1692.28,41.9,-0.5976907,-0.9371848
7,2-2017,21,2,2017,Manitoba,Occupations in front-line public protection services [43],1369.68,1660.57,42.4,-0.5976907,-0.9371848
7,2-2018,22,2,2018,Manitoba,Occupations in front-line public protection services [43],1469.58,1781.69,43.2,-0.5976907,-0.9371848
